country,iso3,rcc,facility_name,facility_type,source_osm_type,osm_id,lat,lon,source,match_key_country_facility,name,addr_city,addr_housenumber,addr_street,amenity,barrier,bicycle,check_date,description,dispensing,emergency,foot,healthcare,healthcare_speciality,level,motor_vehicle,motorcar,motorcycle,name_es,name_ko,note,operator,operator_type,phone,survey_date,wheelchair,addr_city_fr,alt_name,building,code,etat,maitre_ouv,name_fr,start_date,type,village,website,facility_key
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4717196093,1.8263396,9.7905077,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4773375820,3.4620983,8.5629939,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,clinic,points,4790712822,1.8166842,9.7495559,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,clinic,NA,NA,NA,NA,NA,NA,NA,clinic,NA,NA,NA,NA,NA,NA,장비 작업 하는곳,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907709,1.841329,9.8027799,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907711,1.8413681,9.8027551,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907712,1.8412877,9.8028061,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907713,1.840722,9.8031253,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907714,1.8406979,9.803085,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907715,1.8399982,9.80349,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907716,1.8400277,9.803533,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907717,1.839647,9.8037127,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907718,1.8394245,9.8037985,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907719,1.8391926,9.8038964,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907720,1.8392838,9.802271,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907721,1.8397844,9.8019639,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907722,1.8410182,9.8013483,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907723,1.8414525,9.8012786,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,NA,NA,points,4907907724,1.8418332,9.8013108,OpenStreetMap via osmdata,equatorial guinea | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Central Africa RCC,Clínica Cristiana,clinic,points,5749901123,3.7525151,8.7821283,OpenStreetMap via osmdata,equatorial guinea | cl nica cristiana,Clínica Cristiana,Malabo,NA,NA,clinic,NA,NA,NA,NA,NA,NA,NA,clinic,NA,NA,NA,NA,NA,Clínica Cristiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cl nica cristiana
