module,source,report_id,report_date,geo_level,geo_name,geo_code,indicator,value,value_type,signal_level,provisional,source_url,extracted_at,signal_detail,signal_hypotheses
ebola_drc,INSP/INRB,sitrep_sitrep_30,2026-06-15,zone,Beni,NA,High lethality,NA,score,high,TRUE,https://insp.cd/wp-content/uploads/2026/06/Draft-Final_SitRep_MVE_RDC_N°30_13_06_2026-FD-1-1.pdf,2026-06-16T21:15:42Z,Beni: provisional lethality 71.4% (14 cases),Late or insufficient care? Particular severity? Under-detection of mild cases (biased denominator)? To investigate.
ebola_drc,INSP/INRB,sitrep_sitrep_30,2026-06-15,zone,Katwa,NA,High lethality,NA,score,moderate,TRUE,https://insp.cd/wp-content/uploads/2026/06/Draft-Final_SitRep_MVE_RDC_N°30_13_06_2026-FD-1-1.pdf,2026-06-16T21:15:42Z,Katwa: provisional lethality 57.1% (21 cases),Late or insufficient care? Particular severity? Under-detection of mild cases (biased denominator)? To investigate.
ebola_drc,INSP/INRB,sitrep_sitrep_30,2026-06-15,zone,Mongbwalu,NA,Localized acceleration,NA,score,moderate,TRUE,https://insp.cd/wp-content/uploads/2026/06/Draft-Final_SitRep_MVE_RDC_N°30_13_06_2026-FD-1-1.pdf,2026-06-16T21:15:42Z,Mongbwalu: 7-day average of new cases 6.4 → 12.9/day (x2.0),"Active uncontrolled transmission chain? New super-spreading event (funerals, care)? Strengthen contact tracing. To investigate."
ebola_drc,INSP/INRB,sitrep_sitrep_30,2026-06-15,zone,Mongbwalu,NA,Rising lethality,NA,score,moderate,TRUE,https://insp.cd/wp-content/uploads/2026/06/Draft-Final_SitRep_MVE_RDC_N°30_13_06_2026-FD-1-1.pdf,2026-06-16T21:15:42Z,"Mongbwalu provisional lethality: 27.2% → 44.5% (+17.3 pts in ~7 days, 164 cumulative cases)",Late detection or care? Under-reporting of cases (underestimated denominator)? Difficult access to care? To investigate.
ebola_drc,INSP/INRB,sitrep_sitrep_30,2026-06-15,national,DRC,NA,Data revision,NA,score,info,TRUE,https://insp.cd/wp-content/uploads/2026/06/Draft-Final_SitRep_MVE_RDC_N°30_13_06_2026-FD-1-1.pdf,2026-06-16T21:15:42Z,Downward revision of the national cumulative total on 30/05 (INRB reclassification).,"Case harmonisation/reclassification by INRB - normal behaviour, flagged for transparency (trends should be read accounting for these adjustments)."
