checked_utc,latest_valid_pdf_sitrep,max_indicators_sitrep,max_series_sitrep,cumulative_cases,cumulative_deaths,required_indicators_ok,status,details
2026-07-20 21:11:53 UTC,65,65,65,2344,930,TRUE,PASS,"PDF, indicateurs et série nationale concordent."
