sitrep_no,page,line_no,health_zone,confidence,evidence_line,rule
1,1,8,Bunia,high,"Zone de Santé touchée Mongbwalu, Bunia et Rwampara",NA
1,1,8,Mongbwalu,high,"Zone de Santé touchée Mongbwalu, Bunia et Rwampara",NA
1,1,8,Rwampara,high,"Zone de Santé touchée Mongbwalu, Bunia et Rwampara",NA
4,1,8,Bunia,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD",NA
4,1,8,Mongbwalu,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD",NA
4,1,8,Nyankunde,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD",NA
4,1,8,Rwampara,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,NORD",NA
4,1,10,Butembo,medium,"KIVU : Goma, Katwa et Butembo",NA
4,1,10,Goma,medium,"KIVU : Goma, Katwa et Butembo",NA
4,1,10,Katwa,medium,"KIVU : Goma, Katwa et Butembo",NA
4,4,4,Bambu,medium,Bunia Rwampara Nyankunde Mongbwalu Nizi Lita Bambu Fataki Total,NA
4,4,4,Lita,medium,Bunia Rwampara Nyankunde Mongbwalu Nizi Lita Bambu Fataki Total,NA
4,4,4,Nizi,medium,Bunia Rwampara Nyankunde Mongbwalu Nizi Lita Bambu Fataki Total,NA
5,1,6,Bunia,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
5,1,6,Mongbwalu,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
5,1,6,Nyankunde,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
5,1,6,Rwampara,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
5,1,8,Butembo,medium,"NORD KIVU : Goma, Katwa et Butembo",NA
5,1,8,Goma,medium,"NORD KIVU : Goma, Katwa et Butembo",NA
5,1,8,Katwa,medium,"NORD KIVU : Goma, Katwa et Butembo",NA
5,4,44,Bambu,high,"• Recherche active des cas de MVE : ZS Bunia, Bambu, Rwampara, Nyankunde",NA
5,4,45,Mangala,medium,"• Investigation autour des alertes de MVE : ZS Bunia, Mongbwalu, Rwampara, Nyankunde, Kamanda, Mangala,",NA
5,4,46,Aru,medium,Bambu et Aru,NA
6,1,4,Bunia,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
6,1,4,Mongbwalu,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
6,1,4,Nyankunde,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
6,1,4,Rwampara,medium,"ITURI : Mongbwalu, Rwampara, Bunia, Nyankunde,",NA
6,1,6,Butembo,medium,"NORD KIVU : Goma, Katwa et Butembo",NA
6,1,6,Goma,medium,"NORD KIVU : Goma, Katwa et Butembo",NA
6,1,6,Katwa,medium,"NORD KIVU : Goma, Katwa et Butembo",NA
6,1,30,Bambu,medium,Bambu 1 0 ND 1 128 0,NA
6,3,23,Beni,high,Division Provinciale de la Santé du Nord-Kivu (Beni) et Ituri (Bunia).,NA
6,4,1,Lita,medium,Logo Lita Nizi,NA
6,4,1,Logo,medium,Logo Lita Nizi,NA
6,4,1,Nizi,medium,Logo Lita Nizi,NA
6,4,3,Aungba,medium,Mangala Bambu Aungba Suivi des,NA
6,4,3,Mangala,medium,Mangala Bambu Aungba Suivi des,NA
6,4,5,Komanda,medium,Komanda Rwampara,NA
6,6,24,Aru,medium,ARU OMBAYI 253 253 253 253 0 0 0,NA
6,7,46,Kalunguta,medium,"Kalunguta, Kamango, Mabalako, Oicha, Museniene, Kayina, Alimbongo, Butembo ;",NA
6,7,46,Oicha,medium,"Kalunguta, Kamango, Mabalako, Oicha, Museniene, Kayina, Alimbongo, Butembo ;",NA
13,6,37,Logo,medium,▪ Actualisation des outils avec le logo du Ministère.,NA
15,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Gety,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Kilo,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Komanda,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Lita,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,9,Mangala,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
15,1,10,Mongbwalu,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
15,1,10,Nizi,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
15,1,10,Nyankunde,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
15,1,10,Rwampara,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
15,1,11,Beni,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,11,Butembo,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,11,Goma,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,11,Kalunguta,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,11,Katwa,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,11,Kyondo,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,11,Oicha,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
15,1,12,Miti-Murhesa,medium,SUD-KIVU : Miti-Murhesa,NA
16,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Gethy,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Kilo,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Komanda,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Lita,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,9,Mangala,medium,"ITURI : Aru, Aungba, Bambu, Bunia, Damas, Gethy, Kilo, Komanda, Lita, Mangala,",NA
16,1,10,Mongbwalu,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
16,1,10,Nizi,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
16,1,10,Nyankunde,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
16,1,10,Rwampara,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde et Rwampara",NA
16,1,11,Beni,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,11,Butembo,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,11,Goma,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,11,Kalunguta,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,11,Katwa,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,11,Kyondo,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,11,Oicha,medium,"(22) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
16,1,12,Miti-Murhesa,medium,SUD-KIVU : Miti-Murhesa,NA
16,2,17,Gety,medium,"Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala, Mongbwalu, Nizi, Nyankunde et",NA
17,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Gety,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Kilo,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Komanda,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Lita,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,9,Mangala,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mangala,",NA
17,1,10,Logo,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
17,1,10,Mongbwalu,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
17,1,10,Nizi,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
17,1,10,Nyankunde,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
17,1,10,Rwampara,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
17,1,11,Beni,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,11,Butembo,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,11,Goma,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,11,Kalunguta,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,11,Katwa,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,11,Kyondo,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,11,Oicha,medium,"(23) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
17,1,12,Miti-Murhesa,medium,SUD-KIVU : Miti-Murhesa,NA
17,8,11,Mambasa,medium,"calme, mais la présence de groupes armés dans les territoires de Djugu, Irumu et Mambasa continue de",NA
18,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Gety,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Kilo,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Komanda,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Lita,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Mambasa,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,9,Mangala,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
18,1,10,Logo,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
18,1,10,Mongbwalu,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
18,1,10,Nizi,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
18,1,10,Nyankunde,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
18,1,10,Rwampara,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo",NA
18,1,11,Beni,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,11,Butembo,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,11,Goma,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,11,Kalunguta,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,11,Katwa,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,11,Kyondo,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,11,Oicha,medium,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
18,1,12,Miti-Murhesa,medium,SUD-KIVU : Miti-Murhesa,NA
19,1,9,Aru,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Aungba,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Bambu,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Bunia,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Damas,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Gety,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Kilo,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Komanda,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Lita,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Mambasa,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,9,Mangala,medium,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,",NA
19,1,10,Logo,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo",NA
19,1,10,Mongbwalu,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo",NA
19,1,10,Nizi,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo",NA
19,1,10,Nyankunde,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo",NA
19,1,10,Rimba,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo",NA
19,1,10,Rwampara,high,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo",NA
19,1,11,Beni,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,11,Butembo,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,11,Goma,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,11,Kalunguta,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,11,Katwa,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,11,Kyondo,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,11,Oicha,medium,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni",NA
19,1,12,Miti-Murhesa,medium,SUD-KIVU : Miti-Murhesa,NA
20,1,9,Aru,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Aungba,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Bambu,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Bunia,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Damas,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Gety,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Kilo,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Komanda,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Lita,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,9,Logo,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
20,1,10,Mambasa,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,10,Mangala,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,10,Mongbwalu,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,10,Nizi,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,10,Nyankunde,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,10,Rimba,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,10,Rwampara,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
20,1,11,Beni,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,11,Butembo,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,11,Goma,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,11,Kalunguta,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,11,Katwa,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,11,Kyondo,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,11,Oicha,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
20,1,12,Miti-Murhesa,medium,• Sud-Kivu (1/34): Miti-Murhesa,NA
21,1,9,Aru,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Aungba,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Bambu,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Bunia,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Damas,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Gety,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Kilo,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Komanda,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Lita,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,9,Logo,medium,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
21,1,10,Mambasa,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,10,Mangala,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,10,Mongbwalu,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,10,Nizi,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,10,Nyankunde,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,10,Rimba,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,10,Rwampara,high,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara",NA
21,1,11,Beni,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,11,Butembo,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,11,Goma,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,11,Kalunguta,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,11,Katwa,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,11,Kyondo,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,11,Oicha,medium,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",NA
21,1,12,Miti-Murhesa,medium,Sud-Kivu (1/34): Miti-Murhesa,NA
22,1,9,Aru,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Aungba,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Bambu,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Bunia,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Damas,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Gety,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Kilo,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Komanda,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
22,1,9,Lita,medium," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",NA
